Timestamp,User_IP,Page_Visited,HTTP_Method,Status_Code,User_Agent,Session_Duration_sec
2025-01-11 05:24:09,128.22.182.6,/home,DELETE,500,Firefox,1181
2025-01-20 11:59:30,188.246.147.70,/home,PUT,200,Firefox,1163
2025-01-04 18:55:13,213.76.146.135,/dashboard,POST,301,Chrome,969
2025-01-12 19:25:05,226.73.85.58,/products,POST,301,Edge,866
2025-01-25 16:31:33,246.78.108.255,/home,POST,200,Edge,487
2025-01-14 17:36:55,86.117.188.43,/dashboard,GET,404,Safari,735
2025-01-09 18:28:30,169.227.135.192,/login,PUT,301,Firefox,881
2025-01-03 17:33:59,10.107.118.166,/products,PUT,500,Firefox,1085
2025-01-18 19:47:31,179.10.146.113,/products,DELETE,200,Chrome,425
2025-01-22 18:02:02,66.91.213.163,/dashboard,DELETE,500,Chrome,615
2025-01-28 23:24:06,232.10.236.247,/home,GET,200,Edge,1124
2025-01-13 06:10:54,26.189.40.89,/checkout,PUT,500,Safari,1062
2025-01-22 01:42:10,139.164.62.66,/home,DELETE,404,Edge,1000
2025-01-25 00:02:21,242.9.76.27,/dashboard,POST,404,Safari,949
2025-01-04 12:00:41,148.130.108.78,/login,POST,500,Chrome,245
2025-01-24 15:01:23,171.77.154.245,/products,GET,301,Safari,666
2025-01-27 08:08:54,1.168.241.23,/cart,POST,500,Edge,666
2025-01-03 22:18:51,143.34.151.150,/products,PUT,200,Safari,257
2025-01-18 18:17:14,9.144.51.211,/checkout,GET,200,Edge,468
2025-01-18 01:16:34,83.20.242.248,/cart,DELETE,404,Edge,641
2025-01-22 10:32:28,85.149.8.236,/login,DELETE,500,Chrome,526
2025-01-23 00:34:02,20.69.220.114,/login,PUT,200,Chrome,1154
2025-01-11 23:07:48,150.20.66.240,/login,DELETE,500,Edge,697
2025-01-02 23:32:10,173.32.159.171,/dashboard,DELETE,404,Chrome,186
2025-01-28 02:39:24,99.161.53.64,/cart,POST,500,Chrome,384
2025-01-10 11:49:32,79.113.163.36,/checkout,PUT,301,Chrome,1082
2025-01-02 02:22:14,43.27.71.24,/cart,GET,404,Chrome,1126
2025-01-21 10:44:03,54.164.249.183,/products,DELETE,200,Safari,578
2025-01-01 07:56:56,26.219.53.124,/cart,POST,404,Firefox,165
2025-01-29 00:13:27,77.64.8.96,/checkout,PUT,404,Chrome,35
2025-01-15 18:24:31,91.17.63.223,/cart,DELETE,404,Firefox,813
2025-01-06 02:39:12,68.110.235.72,/cart,GET,200,Safari,1130
2025-01-17 19:54:51,19.7.203.184,/home,GET,200,Firefox,41
2025-01-23 19:13:17,144.33.185.181,/dashboard,PUT,500,Chrome,271
2025-01-28 08:34:57,127.141.227.89,/dashboard,GET,200,Edge,307
2025-01-15 14:24:49,158.199.19.48,/products,POST,301,Chrome,341
2025-01-17 07:42:50,254.118.33.160,/cart,GET,301,Firefox,1045
2025-01-10 17:44:18,80.93.221.3,/products,DELETE,200,Safari,1082
2025-01-29 16:25:36,199.235.141.246,/dashboard,DELETE,200,Firefox,422
2025-01-09 13:27:40,67.223.144.63,/dashboard,GET,200,Chrome,348
2025-01-27 21:38:58,113.173.32.130,/login,GET,200,Firefox,1125
2025-01-23 03:56:45,139.40.232.49,/login,GET,200,Chrome,369
2025-01-24 22:00:24,111.146.239.245,/products,POST,301,Chrome,1092
2025-01-04 15:11:42,201.91.211.171,/cart,GET,200,Edge,884
2025-01-14 15:49:45,181.9.30.74,/products,GET,404,Safari,546
2025-01-09 10:49:54,14.91.121.132,/checkout,PUT,200,Edge,645
2025-01-01 19:07:22,8.86.151.101,/cart,PUT,500,Chrome,263
2025-01-20 14:26:43,124.111.65.244,/products,POST,500,Chrome,389
2025-01-05 09:01:37,166.244.193.238,/login,POST,200,Chrome,248
2025-01-04 15:11:30,35.171.247.227,/home,POST,301,Edge,198
2025-01-02 15:55:25,104.88.76.184,/dashboard,DELETE,301,Chrome,859
2025-01-11 03:54:58,47.231.17.151,/cart,POST,301,Chrome,488
2025-01-30 20:04:34,93.208.53.159,/cart,PUT,404,Firefox,869
2025-01-19 17:47:36,120.205.53.2,/cart,PUT,200,Edge,162
2025-01-16 13:24:02,215.24.160.183,/products,GET,301,Chrome,292
2025-01-15 17:16:57,12.156.99.18,/home,GET,200,Chrome,536
2025-01-04 14:01:13,42.122.137.88,/checkout,PUT,301,Firefox,371
2025-01-14 20:27:48,19.62.246.90,/cart,PUT,404,Chrome,962
2025-01-18 03:10:15,236.160.185.48,/dashboard,PUT,500,Safari,905
2025-01-05 14:20:43,47.128.163.38,/home,PUT,404,Firefox,568
2025-01-13 22:36:39,60.242.198.234,/checkout,POST,200,Firefox,377
2025-01-06 10:58:48,208.47.65.234,/products,GET,200,Safari,1192
2025-01-18 14:40:24,115.245.250.77,/login,POST,301,Safari,803
2025-01-04 05:21:40,56.226.234.22,/cart,PUT,500,Chrome,1003
2025-01-06 02:00:36,73.95.141.221,/login,DELETE,200,Firefox,839
2025-01-13 02:03:54,205.9.52.50,/cart,PUT,301,Safari,720
2025-01-30 21:33:25,66.183.212.129,/login,DELETE,404,Safari,61
2025-01-28 09:14:04,144.147.84.57,/products,POST,404,Firefox,363
2025-01-11 17:23:11,92.182.32.71,/cart,PUT,500,Edge,367
2025-01-01 06:26:06,222.201.86.102,/dashboard,POST,500,Firefox,529
2025-01-29 19:58:56,212.82.186.9,/checkout,DELETE,200,Safari,76
2025-01-14 05:08:00,151.123.61.40,/checkout,DELETE,200,Chrome,612
2025-01-14 10:56:52,88.10.123.242,/checkout,PUT,301,Safari,745
2025-01-06 20:46:09,91.6.48.33,/checkout,POST,500,Chrome,771
2025-01-21 11:25:37,251.134.95.251,/home,DELETE,500,Firefox,1070
2025-01-04 00:13:32,45.4.81.202,/dashboard,POST,301,Safari,108
2025-01-10 07:02:59,28.77.63.80,/home,POST,404,Safari,302
2025-01-10 21:20:45,51.201.112.64,/home,GET,404,Edge,145
2025-01-20 15:11:19,74.155.109.196,/products,GET,404,Firefox,1133
2025-01-27 21:39:08,233.249.35.168,/products,POST,500,Chrome,879
2025-01-23 15:19:34,57.34.129.56,/cart,PUT,404,Firefox,284
2025-01-10 12:36:23,182.97.58.44,/checkout,POST,404,Firefox,121
2025-01-23 23:41:35,101.29.241.217,/login,PUT,200,Firefox,1009
2025-01-30 17:57:00,75.255.227.232,/checkout,GET,500,Edge,1138
2025-01-10 23:37:25,114.255.53.145,/login,PUT,200,Edge,271
2025-01-24 19:35:29,38.145.11.2,/home,GET,200,Chrome,618
2025-01-15 07:13:27,45.234.24.82,/checkout,PUT,500,Safari,802
2025-01-28 10:09:44,138.122.181.185,/products,GET,404,Chrome,654
2025-01-05 09:40:51,156.161.29.210,/cart,POST,500,Safari,924
2025-01-05 22:19:38,63.98.177.51,/checkout,POST,200,Edge,802
2025-01-15 00:09:29,223.90.1.72,/cart,DELETE,500,Firefox,235
2025-01-21 08:41:58,220.202.47.218,/dashboard,DELETE,200,Edge,449
2025-01-04 06:55:47,184.172.147.119,/dashboard,DELETE,404,Chrome,725
2025-01-16 13:56:37,169.9.186.169,/products,POST,200,Chrome,723
2025-01-28 18:06:13,89.192.255.85,/home,DELETE,404,Chrome,143
2025-01-13 14:59:02,197.118.99.150,/home,DELETE,404,Firefox,170
2025-01-07 21:24:19,91.129.121.219,/products,POST,404,Safari,49
2025-01-04 17:47:41,189.11.17.82,/cart,PUT,404,Safari,188
2025-01-22 14:31:25,73.145.4.19,/login,DELETE,200,Edge,557
2025-01-14 15:43:44,251.121.212.73,/dashboard,DELETE,301,Edge,699
2025-01-15 00:41:48,95.19.102.68,/checkout,PUT,301,Safari,160
2025-01-02 19:10:59,177.107.24.202,/cart,PUT,500,Safari,860
2025-01-19 06:23:13,66.132.148.76,/cart,DELETE,200,Chrome,561
2025-01-24 17:36:24,238.36.253.215,/home,POST,200,Firefox,183
2025-01-29 15:22:11,82.141.101.225,/cart,PUT,200,Safari,423
2025-01-04 11:28:22,198.242.221.78,/home,PUT,500,Firefox,389
2025-01-15 02:35:29,197.141.62.55,/home,PUT,404,Safari,1191
2025-01-17 12:13:00,65.25.73.100,/products,DELETE,301,Chrome,251
2025-01-11 12:34:10,138.184.36.96,/dashboard,GET,404,Firefox,600
2025-01-13 14:58:58,228.221.91.1,/login,POST,301,Edge,654
2025-01-08 00:20:57,155.227.211.183,/products,PUT,500,Safari,1090
2025-01-16 15:32:22,223.134.196.161,/login,GET,200,Firefox,683
2025-01-12 08:09:14,102.189.170.150,/cart,PUT,200,Safari,37
2025-01-02 19:08:50,226.39.236.68,/products,DELETE,301,Safari,1092
2025-01-16 02:54:14,39.78.231.129,/login,PUT,301,Safari,1138
2025-01-20 01:39:43,231.169.108.199,/cart,PUT,404,Firefox,564
2025-01-03 08:56:53,2.12.157.44,/home,DELETE,500,Chrome,905
2025-01-21 10:33:21,17.236.138.12,/products,POST,404,Chrome,543
2025-01-17 05:38:38,104.228.14.181,/cart,POST,301,Safari,675
2025-01-01 06:31:23,217.173.7.35,/login,PUT,404,Firefox,188
2025-01-09 05:10:05,215.94.84.157,/checkout,DELETE,301,Safari,732
2025-01-11 02:48:37,44.152.234.153,/home,PUT,200,Edge,567
2025-01-27 05:50:14,161.144.65.67,/home,GET,500,Chrome,323
2025-01-11 02:30:41,68.14.128.99,/dashboard,PUT,500,Chrome,353
2025-01-30 05:36:43,77.66.21.118,/cart,GET,500,Firefox,976
2025-01-09 21:04:18,99.125.207.120,/products,DELETE,500,Edge,172
2025-01-01 04:33:53,74.8.178.125,/checkout,GET,301,Edge,44
2025-01-03 16:22:24,76.38.30.170,/products,POST,500,Firefox,129
2025-01-09 08:37:42,216.181.186.16,/login,POST,301,Safari,1180
2025-01-13 20:44:30,148.75.242.144,/dashboard,DELETE,404,Safari,597
2025-01-24 16:21:57,39.223.78.77,/cart,PUT,200,Edge,924
2025-01-03 08:37:46,246.142.44.135,/dashboard,DELETE,404,Safari,76
2025-01-12 05:39:54,240.32.9.33,/checkout,PUT,301,Firefox,201
2025-01-01 11:49:54,106.43.154.3,/checkout,PUT,500,Chrome,856
2025-01-11 22:53:08,232.89.137.117,/home,GET,404,Chrome,224
2025-01-14 06:44:46,159.154.78.170,/checkout,POST,301,Edge,969
2025-01-11 07:10:14,205.19.47.89,/dashboard,PUT,500,Edge,162
2025-01-28 07:23:16,32.163.122.73,/checkout,GET,404,Chrome,120
2025-01-20 02:45:34,239.247.106.4,/dashboard,POST,404,Edge,132
2025-01-06 20:57:59,84.111.51.206,/cart,POST,200,Safari,91
2025-01-20 05:10:12,129.179.103.158,/login,DELETE,404,Chrome,821
2025-01-05 11:22:11,81.142.91.172,/checkout,GET,404,Edge,912
2025-01-13 17:53:08,95.11.50.112,/home,POST,200,Chrome,669
2025-01-26 23:15:46,195.81.142.5,/checkout,DELETE,200,Chrome,78
2025-01-28 19:58:22,88.112.177.246,/home,GET,404,Edge,128
2025-01-02 10:30:43,249.252.117.146,/dashboard,POST,200,Chrome,1182
2025-01-10 18:47:06,28.215.52.132,/home,GET,301,Safari,51
2025-01-18 08:57:56,179.166.150.122,/dashboard,DELETE,404,Edge,862
2025-01-17 02:35:10,13.129.72.104,/dashboard,PUT,301,Chrome,1090
2025-01-16 08:52:48,107.164.237.156,/checkout,GET,500,Edge,1152
2025-01-20 18:51:30,115.183.18.22,/checkout,POST,200,Chrome,1151
2025-01-05 05:57:51,94.203.59.220,/products,DELETE,200,Firefox,353
2025-01-27 15:08:32,41.14.154.192,/login,DELETE,301,Firefox,368
2025-01-06 20:59:10,241.29.128.117,/checkout,DELETE,500,Edge,702
2025-01-19 00:59:25,62.116.63.82,/login,PUT,404,Chrome,649
2025-01-18 07:49:38,55.224.78.199,/dashboard,DELETE,500,Chrome,438
2025-01-21 11:22:44,142.137.10.86,/home,DELETE,404,Chrome,294
2025-01-12 17:29:38,248.150.195.74,/login,GET,404,Safari,970
2025-01-30 23:44:54,170.234.145.50,/dashboard,DELETE,404,Safari,229
2025-01-13 06:50:34,58.225.44.123,/login,POST,404,Edge,107
2025-01-07 12:24:01,53.250.28.81,/login,PUT,200,Chrome,828
2025-01-10 16:11:44,213.145.157.91,/checkout,DELETE,200,Firefox,944
2025-01-27 00:45:08,236.200.158.178,/products,DELETE,301,Edge,1011
2025-01-21 20:18:56,26.123.65.215,/checkout,POST,404,Chrome,235
2025-01-26 07:40:49,212.42.245.41,/cart,GET,301,Safari,1173
2025-01-22 03:59:26,176.255.75.205,/login,POST,200,Firefox,1108
2025-01-04 01:31:05,61.171.188.171,/login,DELETE,404,Edge,908
2025-01-13 18:39:34,127.20.14.84,/products,GET,500,Edge,771
2025-01-10 03:38:54,199.60.221.194,/home,GET,301,Safari,198
2025-01-25 07:51:01,194.253.84.13,/products,POST,200,Firefox,849
2025-01-17 00:41:36,185.63.142.226,/home,POST,301,Safari,539
2025-01-18 06:46:33,188.226.107.5,/login,GET,200,Firefox,607
2025-01-01 19:48:16,124.234.42.213,/cart,POST,404,Firefox,99
2025-01-28 22:10:43,29.85.182.10,/login,DELETE,500,Safari,889
2025-01-16 10:45:14,57.3.224.232,/login,GET,200,Safari,152
2025-01-21 01:33:26,131.171.131.121,/home,POST,200,Safari,204
2025-01-25 11:33:34,10.158.150.182,/products,PUT,200,Safari,38
2025-01-09 11:17:35,99.69.193.158,/login,GET,404,Edge,638
2025-01-30 23:02:44,222.241.157.125,/checkout,PUT,404,Firefox,457
2025-01-04 20:22:48,115.59.59.24,/checkout,GET,500,Edge,340
2025-01-26 08:10:25,36.246.138.153,/dashboard,GET,200,Safari,522
2025-01-12 17:08:57,72.103.180.221,/dashboard,POST,404,Chrome,361
2025-01-14 05:08:03,62.70.32.108,/home,PUT,404,Safari,866
2025-01-17 16:47:18,206.11.112.12,/login,DELETE,301,Chrome,1045
2025-01-16 07:04:24,46.148.94.114,/cart,DELETE,404,Edge,818
2025-01-11 06:20:58,164.3.233.121,/login,POST,500,Safari,1142
2025-01-12 01:00:56,59.196.20.14,/checkout,POST,301,Firefox,534
2025-01-19 17:14:54,164.172.8.79,/checkout,DELETE,500,Safari,1018
2025-01-15 22:35:11,170.168.76.197,/products,DELETE,200,Safari,620
2025-01-16 22:20:27,208.128.110.196,/login,DELETE,500,Firefox,666
2025-01-24 15:00:13,72.160.166.209,/products,GET,200,Chrome,637
2025-01-19 04:07:52,61.142.20.183,/cart,DELETE,200,Edge,921
2025-01-20 19:20:43,91.213.148.168,/products,POST,404,Chrome,689
2025-01-25 06:46:18,199.138.128.94,/login,GET,200,Chrome,226
2025-01-29 07:54:22,139.218.101.85,/cart,POST,404,Safari,953
2025-01-01 05:49:50,132.72.195.171,/dashboard,DELETE,404,Safari,918
2025-01-24 09:45:03,120.217.80.179,/home,PUT,404,Firefox,921
2025-01-10 08:37:01,171.45.178.154,/login,POST,301,Firefox,46
2025-01-14 11:42:32,206.46.127.131,/checkout,GET,404,Safari,144
2025-01-04 12:06:40,177.175.57.61,/home,DELETE,301,Safari,223
2025-01-27 21:26:39,164.28.79.234,/login,PUT,404,Safari,14
2025-01-08 19:40:21,205.137.55.249,/products,GET,500,Firefox,1068
2025-01-23 14:26:58,228.67.254.4,/products,POST,200,Firefox,854
2025-01-10 17:30:02,171.245.74.112,/cart,POST,500,Edge,1051
2025-01-01 12:31:16,156.53.98.35,/cart,POST,500,Safari,990
2025-01-22 16:11:59,141.133.110.52,/login,GET,301,Edge,126
2025-01-13 05:29:05,110.33.150.152,/cart,PUT,500,Edge,1062
2025-01-24 21:29:48,97.18.103.15,/dashboard,DELETE,200,Firefox,432
2025-01-04 09:02:48,72.239.197.252,/products,POST,301,Chrome,218
2025-01-16 15:46:16,95.209.148.197,/home,PUT,200,Chrome,799
2025-01-28 06:00:31,216.231.28.243,/home,GET,301,Edge,14
2025-01-29 14:21:45,218.36.129.237,/cart,PUT,301,Edge,157
2025-01-04 17:50:47,85.253.148.139,/home,PUT,200,Safari,334
2025-01-13 17:05:16,239.45.177.144,/cart,POST,500,Chrome,849
2025-01-30 13:43:09,57.168.93.104,/cart,GET,404,Safari,638
2025-01-11 19:13:57,248.95.91.21,/cart,GET,500,Chrome,373
2025-01-09 15:20:38,146.6.8.124,/cart,GET,200,Edge,681
2025-01-16 05:51:49,87.89.136.37,/login,PUT,301,Chrome,1017
2025-01-13 02:03:20,18.162.58.74,/checkout,GET,500,Edge,445
2025-01-28 18:11:17,146.231.241.122,/home,GET,301,Edge,502
2025-01-14 00:10:04,33.92.229.51,/cart,PUT,301,Safari,32
2025-01-01 03:32:30,130.199.163.88,/dashboard,GET,404,Chrome,1087
2025-01-12 18:09:49,195.246.190.157,/checkout,DELETE,500,Safari,262
2025-01-15 16:13:30,220.2.136.62,/cart,DELETE,404,Firefox,1142
2025-01-13 01:41:30,42.24.1.127,/home,GET,500,Chrome,243
2025-01-16 11:29:52,193.191.38.143,/login,POST,500,Chrome,1064
2025-01-16 09:20:12,240.18.18.109,/cart,PUT,301,Firefox,338
2025-01-14 20:09:02,93.79.18.139,/cart,DELETE,404,Edge,875
2025-01-08 15:08:48,89.65.62.181,/login,POST,301,Firefox,689
2025-01-17 02:16:16,168.189.92.70,/home,DELETE,200,Firefox,212
2025-01-29 00:33:39,215.55.162.161,/dashboard,POST,500,Safari,841
2025-01-01 19:40:07,94.60.3.52,/checkout,GET,200,Safari,169
2025-01-20 06:10:16,233.35.79.156,/dashboard,POST,500,Edge,798
2025-01-04 21:47:44,24.84.78.197,/login,POST,404,Safari,795
2025-01-16 01:54:28,66.38.56.208,/products,PUT,404,Firefox,1063
2025-01-24 12:00:13,87.154.33.236,/cart,PUT,500,Chrome,315
2025-01-01 13:25:35,141.217.58.154,/products,DELETE,500,Safari,782
2025-01-20 18:23:50,74.116.204.63,/products,POST,200,Safari,563
2025-01-04 11:00:27,13.113.102.102,/dashboard,DELETE,200,Safari,536
2025-01-19 22:45:15,241.29.136.205,/products,PUT,200,Firefox,1130
2025-01-08 21:07:25,103.154.95.5,/checkout,POST,301,Edge,403
2025-01-22 15:27:17,43.231.85.51,/dashboard,POST,200,Chrome,319
2025-01-13 08:05:55,130.49.152.50,/products,GET,301,Edge,827
2025-01-16 20:17:32,232.103.44.1,/products,DELETE,404,Edge,1118
2025-01-20 20:15:31,19.69.102.36,/products,PUT,301,Edge,24
2025-01-28 11:14:47,82.207.67.191,/checkout,GET,301,Safari,64
2025-01-19 14:40:03,21.215.69.219,/home,POST,301,Edge,234
2025-01-12 01:22:40,98.63.161.127,/dashboard,GET,301,Edge,569
2025-01-26 10:29:04,107.28.58.20,/cart,DELETE,200,Edge,429
2025-01-25 03:50:36,156.255.152.123,/checkout,DELETE,404,Firefox,729
2025-01-23 01:52:49,17.117.124.230,/cart,DELETE,200,Firefox,841
2025-01-30 18:52:41,84.166.246.189,/home,GET,200,Chrome,101
2025-01-01 06:15:48,80.24.232.41,/login,PUT,500,Safari,112
2025-01-03 13:46:28,191.177.158.112,/login,PUT,200,Edge,117
2025-01-10 17:04:09,172.116.127.137,/dashboard,POST,301,Safari,1149
2025-01-28 07:36:30,232.223.252.38,/login,DELETE,500,Chrome,1143
2025-01-14 03:32:22,146.216.75.79,/products,PUT,404,Chrome,813
2025-01-26 00:03:23,241.202.192.135,/home,POST,200,Chrome,672
2025-01-25 07:33:56,128.25.144.179,/home,GET,404,Chrome,364
2025-01-18 08:28:07,25.192.93.38,/login,PUT,301,Chrome,198
2025-01-13 15:40:44,90.191.85.222,/products,GET,500,Safari,845
2025-01-06 12:17:54,89.14.58.31,/checkout,DELETE,404,Firefox,395
2025-01-26 08:54:27,72.76.160.11,/dashboard,GET,500,Safari,1067
2025-01-10 16:25:20,174.29.255.14,/cart,DELETE,404,Chrome,594
2025-01-03 21:09:34,233.102.220.184,/home,POST,200,Firefox,1019
2025-01-22 19:42:23,116.81.199.176,/login,PUT,301,Safari,911
2025-01-19 16:08:04,158.25.212.118,/cart,POST,200,Safari,594
2025-01-22 14:48:29,67.225.128.213,/cart,PUT,500,Firefox,919
2025-01-29 01:21:59,72.109.149.147,/login,DELETE,404,Chrome,467
2025-01-23 10:11:29,188.82.20.118,/dashboard,POST,200,Edge,575
2025-01-18 13:41:54,224.3.165.26,/home,POST,404,Edge,1172
2025-01-22 09:05:13,63.224.10.248,/login,PUT,500,Firefox,492
