11,Bstudent_id,roll_number,registration_number,university_id,college_id,department_id,program_name,specialization,gender,date_of_birth,age,category,minority_status,domicile_state,nationality,family_income_range,parent_education_level,parent_occupation,first_generation_learner,scholarship_status,financial_aid_type,10th_percentage,10th_board,12th_percentage,12th_board,12th_stream,entrance_exam_score,entrance_exam_rank,admission_type,gap_years,academic_year,semester,course_code,course_name,course_type,credit_score,course_difficulty_index,faculty_id,total_lectures,lectures_attended,attendance_percentage,attendance_status,lms_login_frequency,avg_session_duration_minutes,assignment_submission_rate,late_submission_count,forum_participation_count,quiz_attempt_rate,assignment_marks_avg,quiz_marks_avg,midterm_marks,internal_assessment_total,internal_rank,improvement_trend,end_sem_marks,practical_marks,theory_marks,total_marks,percentage,grade,grade_point,sgpa,cgpa,pass_fail_status,backlog_count,study_hours_per_day,sleep_hours_avg,mobile_usage_hours,hostel_resident,commute_time_minutes,part_time_job,extracurricular_participation_level,stress_level,motivation_level,time_management_score,learning_style,career_clarity_score,self_efficacy_score,faculty_experience_years,faculty_rating_avg,student_teacher_ratio,class_size,teaching_method,course_feedback_score,library_usage_frequency,lab_access_hours,mentorship_sessions_attended,remedial_classes_attended,placement_training_participation
CA0011,MMDU2026REG0011,MMDU,MMICTBM,CS,BCA,Data Science,Female,2003-01-29,24,SC,Yes,Haryana,Indian,<2 LPA,Post-Graduate,Service,Yes,Yes,NA,71.33,ICSE,85.17,CBSE,Science,74,1515,Management,2,2025-26,VI,BCA601,Final Semester,Core,4,3.09,FAC104,120,67,67,Low,53,40,1,3,4,0.95,93,71,57,266,34,Flat,63,89,86,242,83.81,A,7.3,7.67,6.36,Pass,2,7.3,7.7,6.2,No,18,No,Medium,1,1,56,Auditory,61,80,16,3.74,34,47,Traditional,4.85,16,17,0,5,No
12,BCA0012,MMDU2026REG0012,MMDU,MMICTBM,CS,BCA,Cyber Security,Male,2004-12-11,23,ST,No,UP,Indian,2-4 LPA,10th,Service,Yes,No,NA,77.6,State,88.72,State,Arts,88,2511,Quota,2,2025-26,VI,BCA601,Final Semester,Core,4,4.01,FAC109,120,72,72,Low,41,40,0.75,3,7,0.73,64,75,61,208,8,Up,73,61,80,220,86.54,A+,6.6,8.83,6.47,Pass,0,4.9,7.1,5.2,Yes,58,No,Low,2,5,59,Auditory,82,74,15,3.98,36,66,Blended,4.56,6,25,1,0,No
13,BCA0013,MMDU2026REG0013,MMDU,MMICTBM,CS,BCA,Cloud,Male,2003-03-20,21,OBC,No,Haryana,Indian,6-8 LPA,Graduate,Farmer,Yes,No,Govt,72.26,CBSE,76.29,CBSE,Science,87,2387,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,4.24,FAC115,120,97,97,High,52,42,0.8,0,3,0.9,72,86,74,208,3,Up,82,76,69,223,76.05,B,7.2,6.82,6.15,Pass,1,6.7,6.3,5,No,45,Yes,Low,1,3,40,Reading,49,89,19,4.94,29,57,Online,4.99,8,38,4,2,Yes
14,BCA0014,MMDU2026REG0014,MMDU,MMICTBM,CS,BCA,Cloud,Female,2003-07-21,24,SC,Yes,Haryana,Indian,2-4 LPA,Graduate,Teacher,No,No,Govt,61.04,State,87.69,State,Science,81,2684,Merit,2,2025-26,VI,BCA601,Final Semester,Core,4,3.49,FAC115,120,91,91,High,52,43,0.83,2,6,0.87,75,88,80,247,35,Down,88,61,70,194,75.93,C,6.5,7.02,6.18,Pass,2,3.9,7.1,2.1,No,6,No,Low,1,3,80,Reading,81,60,5,4.4,23,78,Traditional,4.97,12,12,0,4,Yes
15,BCA0015,MMDU2026REG0015,MMDU,MMICTBM,CS,BCA,Data Science,Male,2004-06-08,23,GEN,No,UP,Indian,2-4 LPA,10th,Business,Yes,No,NA,90.6,CBSE,72.28,State,Commerce,63,7568,Quota,1,2025-26,VI,BCA601,Final Semester,Core,4,3.89,FAC120,120,78,78,Medium,54,20,0.71,2,0,0.73,85,70,71,187,30,Up,86,81,72,222,60.5,B+,7,5.95,7.32,Pass,1,4.7,6.4,5.9,No,60,No,Low,2,1,88,Reading,44,67,16,3.97,30,44,Blended,3.63,21,17,4,3,Yes
16,BCA0016,MMDU2026REG0016,MMDU,MMICTBM,CS,BCA,AI,Female,2004-11-23,21,SC,Yes,Punjab,Indian,6-8 LPA,Post-Graduate,Farmer,Yes,Yes,NA,72.37,ICSE,57.49,State,Science,75,3849,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,3.12,FAC114,120,87,87,High,56,25,0.93,5,1,0.74,84,87,64,225,42,Down,65,72,87,249,79.7,B+,9.1,9.14,6.03,Pass,2,2.1,6.7,3.7,No,56,Yes,High,1,3,40,Kinesthetic,81,55,5,4.97,23,68,Blended,4.48,30,38,4,1,Yes
17,BCA0017,MMDU2026REG0017,MMDU,MMICTBM,CS,BCA,Cyber Security,Female,2004-05-22,22,GEN,Yes,Punjab,Indian,<2 LPA,Graduate,Business,No,Yes,Govt,80.18,ICSE,75.28,CBSE,Commerce,61,2351,Merit,1,2025-26,VI,BCA601,Final Semester,Core,4,4.03,FAC107,120,83,83,Medium,27,39,0.94,3,5,0.64,87,80,86,222,9,Up,67,73,83,180,83.27,A,7.8,6.71,7.19,Pass,1,5.9,6.6,4.7,No,56,No,Medium,5,5,72,Visual,82,75,7,4.86,15,68,Online,3.63,29,29,8,2,No
18,BCA0018,MMDU2026REG0018,MMDU,MMICTBM,CS,BCA,Cloud,Female,2003-01-05,22,GEN,Yes,Haryana,Indian,<2 LPA,Graduate,Teacher,Yes,No,Private,75.09,State,63.14,CBSE,Science,68,7951,Merit,1,2025-26,VI,BCA601,Final Semester,Core,4,4.35,FAC119,120,86,86,High,41,31,0.98,5,9,0.96,74,84,75,247,28,Down,67,55,57,215,64.01,B+,6.4,6.18,8.3,Pass,1,2.4,5.9,3.4,No,28,Yes,High,5,1,57,Kinesthetic,60,84,10,4.07,38,74,Online,3.65,20,15,2,4,Yes
19,BCA0019,MMDU2026REG0019,MMDU,MMICTBM,CS,BCA,Cloud,Male,2003-09-18,23,GEN,No,Bihar,Indian,6-8 LPA,Post-Graduate,Farmer,No,No,Private,77.09,CBSE,94.01,State,Commerce,74,5437,Quota,0,2025-26,VI,BCA601,Final Semester,Core,4,3.8,FAC120,120,87,87,High,60,45,0.88,2,1,0.85,78,69,79,204,35,Up,58,56,89,186,71.3,B,8.1,5.05,8.63,Pass,0,4.3,7.5,5.8,No,13,No,Low,2,5,44,Kinesthetic,79,83,9,4.21,25,76,Traditional,4.72,20,18,8,2,No
20,BCA0020,MMDU2026REG0020,MMDU,MMICTBM,CS,BCA,AI,Female,2002-10-14,23,GEN,No,Bihar,Indian,<2 LPA,10th,Farmer,Yes,Yes,Govt,81.81,ICSE,63.28,State,Commerce,51,3973,Quota,1,2025-26,VI,BCA601,Final Semester,Core,4,4.08,FAC119,120,79,79,Medium,45,40,0.84,3,4,0.87,94,81,84,180,9,Flat,82,77,58,238,82.13,A+,6.8,6.45,6.48,Pass,0,7.8,7.4,3.9,No,60,No,Low,1,2,62,Visual,40,50,7,4.84,37,44,Online,4.72,14,5,7,3,Yes
21,BCA0021,MMDU2026REG0021,MMDU,MMICTBM,CS,BCA,Cyber Security,Female,2004-12-08,24,SC,Yes,Punjab,Indian,<2 LPA,Post-Graduate,Teacher,Yes,No,Private,74.32,CBSE,63.69,State,Science,74,5483,Quota,1,2025-26,VI,BCA601,Final Semester,Core,4,3.85,FAC117,120,95,95,High,38,36,0.82,2,11,0.81,71,69,72,193,44,Up,56,73,70,186,60.68,C,6.1,9.34,8.07,Pass,2,6.8,5.1,5.1,Yes,56,Yes,High,1,4,74,Visual,46,84,11,4.72,39,80,Online,3.82,11,40,2,4,Yes
22,BCA0022,MMDU2026REG0022,MMDU,MMICTBM,CS,BCA,Data Science,Male,2004-05-24,24,ST,No,Bihar,Indian,<2 LPA,10th,Service,No,No,Private,91.41,CBSE,55.2,CBSE,Arts,66,6916,Quota,2,2025-26,VI,BCA601,Final Semester,Core,4,3.22,FAC113,120,68,68,Low,39,22,0.97,0,7,0.7,65,71,56,196,27,Down,58,76,80,243,61.66,A,8.1,7.03,7.05,Pass,0,5.7,6.2,4.3,Yes,15,No,Low,1,5,50,Reading,42,86,6,4.29,15,76,Online,4.8,26,31,10,3,Yes
23,BCA0023,MMDU2026REG0023,MMDU,MMICTBM,CS,BCA,Cloud,Male,2004-04-09,22,OBC,No,Punjab,Indian,4-6 LPA,Post-Graduate,Service,No,No,Govt,91.8,CBSE,65.96,State,Commerce,67,4070,Quota,0,2025-26,VI,BCA601,Final Semester,Core,4,3.68,FAC102,120,83,83,Medium,29,34,0.71,3,9,0.63,83,62,57,198,19,Down,73,90,89,199,73.24,A+,6.2,7.68,8.7,Pass,0,4.9,6.3,4.9,Yes,58,Yes,Medium,1,4,51,Reading,44,76,11,3.56,35,65,Traditional,3.74,27,37,6,5,Yes
24,BCA0024,MMDU2026REG0024,MMDU,MMICTBM,CS,BCA,AI,Male,2004-07-28,21,SC,Yes,Haryana,Indian,4-6 LPA,Post-Graduate,Business,No,No,Private,86.56,CBSE,93.78,State,Science,55,3247,Management,0,2025-26,VI,BCA601,Final Semester,Core,4,3.24,FAC111,120,89,89,High,38,34,0.98,4,3,0.64,69,64,86,224,27,Flat,69,60,70,193,66.23,B,7.7,6.32,6.82,Pass,1,5.9,7.7,5.8,Yes,49,No,High,2,5,71,Reading,59,88,6,4.51,30,74,Online,3.55,11,29,9,2,Yes
25,BCA0025,MMDU2026REG0025,MMDU,MMICTBM,CS,BCA,Cyber Security,Female,2002-02-14,22,GEN,Yes,Punjab,Indian,<2 LPA,Graduate,Teacher,Yes,No,Govt,88.58,State,91.5,CBSE,Arts,59,4381,Merit,1,2025-26,VI,BCA601,Final Semester,Core,4,4.04,FAC119,120,90,90,High,32,27,0.95,4,2,0.88,91,75,74,190,29,Up,63,78,85,257,66.08,C,6.9,6.3,6.63,Pass,0,2.7,7,2.3,Yes,13,Yes,Low,5,1,81,Reading,49,62,13,4.9,37,33,Online,4.72,12,21,2,0,Yes
26,BCA0026,MMDU2026REG0026,MMDU,MMICTBM,CS,BCA,Cyber Security,Female,2002-03-05,23,ST,No,Haryana,Indian,4-6 LPA,10th,Business,Yes,No,NA,72.41,CBSE,68.49,State,Commerce,68,3401,Quota,1,2025-26,VI,BCA601,Final Semester,Core,4,3.86,FAC117,120,79,79,Medium,36,33,0.82,5,3,0.92,62,90,61,189,59,Flat,87,83,86,234,73.11,B+,8.1,9.4,8.87,Pass,0,3.6,7,6.6,Yes,15,Yes,Low,1,4,82,Kinesthetic,43,41,13,3.62,38,67,Blended,4.67,18,6,1,2,Yes
27,BCA0027,MMDU2026REG0027,MMDU,MMICTBM,CS,BCA,Cloud,Female,2003-10-14,21,GEN,Yes,UP,Indian,2-4 LPA,Graduate,Farmer,Yes,No,Private,65.12,State,56.38,State,Commerce,65,6192,Merit,0,2025-26,VI,BCA601,Final Semester,Core,4,4.37,FAC109,120,66,66,Low,22,43,0.7,1,1,0.8,64,61,58,220,1,Up,67,57,57,231,61.75,A,8.9,8.79,7.19,Pass,2,2.4,6.7,5.5,Yes,20,Yes,High,5,2,44,Reading,54,65,16,4.6,24,41,Traditional,3.79,14,27,3,3,No
28,BCA0028,MMDU2026REG0028,MMDU,MMICTBM,CS,BCA,AI,Female,2004-02-19,21,OBC,Yes,Haryana,Indian,<2 LPA,Graduate,Teacher,Yes,Yes,Govt,61.98,CBSE,63.39,CBSE,Arts,59,1367,Management,2,2025-26,VI,BCA601,Final Semester,Core,4,3.04,FAC110,120,81,81,Medium,31,30,0.74,2,8,0.71,87,62,70,237,31,Up,88,80,81,268,84.86,B+,8.8,5.04,8.62,Pass,2,4.7,6,3.2,Yes,33,Yes,Medium,1,2,48,Visual,46,82,12,4.89,26,71,Online,4.77,30,16,8,0,Yes
29,BCA0029,MMDU2026REG0029,MMDU,MMICTBM,CS,BCA,AI,Male,2004-01-22,24,ST,No,Haryana,Indian,2-4 LPA,10th,Business,Yes,No,NA,92.63,State,64.98,CBSE,Commerce,50,1332,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,3.73,FAC101,120,66,66,Low,23,25,0.92,0,0,0.77,69,73,76,197,39,Down,78,89,89,230,72.86,A,8.9,9.43,7.95,Pass,2,5.5,7.4,3,Yes,28,Yes,Medium,1,4,42,Visual,77,58,3,3.82,15,70,Online,4.74,7,36,3,2,No
30,BCA0030,MMDU2026REG0030,MMDU,MMICTBM,CS,BCA,Cloud,Female,2002-08-31,24,OBC,No,Bihar,Indian,<2 LPA,10th,Farmer,No,No,Govt,66.28,State,90.18,CBSE,Arts,67,5361,Merit,1,2025-26,VI,BCA601,Final Semester,Core,4,3.27,FAC115,120,99,99,High,30,35,0.74,2,6,0.61,67,62,90,229,38,Flat,90,61,70,203,62.35,B+,6.8,7.09,8.18,Pass,0,4.9,7,5.3,Yes,47,No,High,2,5,84,Kinesthetic,64,47,12,4.76,36,76,Blended,4.62,19,24,0,1,Yes
31,BCA0031,MMDU2026REG0031,MMDU,MMICTBM,CS,BCA,AI,Male,2003-03-18,24,ST,No,Haryana,Indian,6-8 LPA,10th,Teacher,Yes,No,Private,88.78,CBSE,89.97,State,Arts,56,2080,Merit,0,2025-26,VI,BCA601,Final Semester,Core,4,3.68,FAC104,120,78,78,Medium,26,27,0.97,0,7,0.63,63,55,57,262,36,Down,58,56,90,182,62.04,C,7.7,8.01,6.41,Pass,2,4.3,5.7,6,No,23,No,Medium,4,3,59,Reading,84,71,5,4.35,15,70,Traditional,3.89,25,28,1,5,Yes
32,BCA0032,MMDU2026REG0032,MMDU,MMICTBM,CS,BCA,AI,Female,2004-04-08,24,GEN,No,Bihar,Indian,<2 LPA,Graduate,Farmer,No,No,Govt,68.93,ICSE,68.44,CBSE,Commerce,82,5521,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,4,FAC101,120,75,75,Medium,57,35,0.95,2,3,0.91,87,71,63,243,36,Down,69,74,72,262,82.29,A,7.8,7.35,6.33,Pass,2,4,7.7,2.5,No,52,No,High,4,1,73,Visual,78,63,10,4.05,24,80,Blended,4.79,5,30,3,2,No
33,BCA0033,MMDU2026REG0033,MMDU,MMICTBM,CS,BCA,Cloud,Male,2003-12-18,22,OBC,Yes,Bihar,Indian,2-4 LPA,Post-Graduate,Farmer,No,No,NA,73.42,State,57.6,CBSE,Arts,90,5587,Management,0,2025-26,VI,BCA601,Final Semester,Core,4,4.37,FAC102,120,81,81,Medium,46,35,0.88,2,1,0.92,71,85,84,231,18,Flat,75,57,58,202,85.29,B,9,7.34,7.35,Pass,0,7.7,8,3.3,Yes,14,Yes,High,2,4,78,Visual,54,46,19,4.01,18,30,Blended,3.5,9,34,4,1,No
34,BCA0034,MMDU2026REG0034,MMDU,MMICTBM,CS,BCA,Cyber Security,Male,2003-07-19,21,SC,Yes,Haryana,Indian,4-6 LPA,Graduate,Teacher,No,No,Private,67.4,CBSE,79.84,State,Arts,81,1997,Merit,0,2025-26,VI,BCA601,Final Semester,Core,4,4.07,FAC116,120,79,79,Medium,57,24,0.88,3,3,0.97,69,72,66,248,57,Flat,55,74,56,223,85.24,A+,8.1,7.65,7.22,Pass,2,3.4,7.8,2.1,Yes,11,Yes,Low,5,5,60,Reading,50,61,9,3.63,29,52,Blended,4.8,9,19,6,0,Yes
35,BCA0035,MMDU2026REG0035,MMDU,MMICTBM,CS,BCA,AI,Female,2003-09-01,24,ST,Yes,Bihar,Indian,2-4 LPA,Post-Graduate,Farmer,Yes,No,NA,62.35,State,86.99,CBSE,Commerce,86,7207,Management,0,2025-26,VI,BCA601,Final Semester,Core,4,3.8,FAC101,120,100,100,High,44,26,0.85,3,10,0.93,81,71,56,225,41,Down,57,67,84,246,62.64,A+,7.2,5.65,7.27,Pass,0,6,5.9,6.5,No,42,No,Low,4,4,67,Kinesthetic,76,63,19,4.87,38,69,Blended,4.67,24,34,10,5,Yes
36,BCA0036,MMDU2026REG0036,MMDU,MMICTBM,CS,BCA,Cyber Security,Female,2004-10-23,21,GEN,Yes,UP,Indian,<2 LPA,10th,Teacher,Yes,Yes,NA,74.66,State,78.8,State,Science,85,6719,Merit,2,2025-26,VI,BCA601,Final Semester,Core,4,3.01,FAC110,120,72,72,Low,23,44,0.92,1,9,0.71,84,76,85,232,22,Flat,71,73,86,240,64.08,C,6.2,5.24,8,Pass,0,7.5,7.1,6.8,No,48,No,Medium,2,2,87,Reading,56,65,14,3.72,39,41,Blended,4.93,24,24,5,1,Yes
37,BCA0037,MMDU2026REG0037,MMDU,MMICTBM,CS,BCA,Cyber Security,Female,2004-01-23,23,SC,Yes,Punjab,Indian,<2 LPA,Graduate,Farmer,Yes,Yes,Govt,64.84,State,59.64,CBSE,Arts,89,2241,Quota,1,2025-26,VI,BCA601,Final Semester,Core,4,3.29,FAC105,120,94,94,High,52,38,0.77,0,9,0.77,67,67,77,213,56,Up,73,80,59,237,66.36,A,7.8,9.31,6.07,Pass,1,3.5,6.6,2.6,No,43,Yes,High,2,5,51,Visual,52,45,18,4.03,18,52,Online,3.83,19,8,6,1,Yes
38,BCA0038,MMDU2026REG0038,MMDU,MMICTBM,CS,BCA,AI,Male,2002-11-05,21,SC,No,UP,Indian,<2 LPA,10th,Service,Yes,No,Govt,75.76,ICSE,69.44,CBSE,Arts,80,6323,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,4.05,FAC118,120,60,60,Low,59,26,0.74,1,0,0.96,64,85,70,222,52,Up,85,71,88,194,72.24,B+,6.3,6.93,8.93,Pass,0,5.8,7.6,6.6,No,26,No,Low,2,3,62,Kinesthetic,58,46,14,3.67,24,69,Blended,4.96,30,29,6,0,Yes
39,BCA0039,MMDU2026REG0039,MMDU,MMICTBM,CS,BCA,Data Science,Female,2002-02-11,22,GEN,Yes,UP,Indian,2-4 LPA,Graduate,Farmer,No,Yes,NA,94.37,State,90.44,State,Science,52,3054,Merit,0,2025-26,VI,BCA601,Final Semester,Core,4,4.04,FAC117,120,89,89,High,59,31,0.88,2,5,0.66,81,61,63,229,24,Down,81,58,73,253,71.61,A,9.3,7.83,8.5,Pass,2,7.4,5.6,4.8,Yes,9,No,High,3,2,73,Kinesthetic,67,71,8,4.38,18,69,Blended,4.56,20,17,3,5,Yes
40,BCA0040,MMDU2026REG0040,MMDU,MMICTBM,CS,BCA,Cloud,Female,2003-12-09,22,SC,No,Haryana,Indian,4-6 LPA,Graduate,Business,Yes,No,NA,90.63,ICSE,83.27,State,Commerce,88,1604,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,3.51,FAC103,120,83,83,Medium,37,30,0.7,4,6,0.62,95,64,78,193,20,Up,71,86,65,266,77.36,B+,9.4,8.55,8.87,Pass,1,2.5,5,6.5,Yes,53,No,High,5,5,70,Visual,58,57,16,4.29,24,68,Blended,4.47,30,17,10,3,Yes
41,BCA0041,MMDU2026REG0041,MMDU,MMICTBM,CS,BCA,Cloud,Male,2004-01-18,24,GEN,Yes,Haryana,Indian,6-8 LPA,10th,Business,No,Yes,Private,67.31,ICSE,65.02,State,Commerce,53,7661,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,4.22,FAC107,120,99,99,High,28,32,0.92,2,9,0.61,80,88,77,249,34,Down,64,67,79,268,63.21,B,6.1,6.35,6.88,Pass,1,6.3,7.1,3.7,Yes,18,No,Medium,1,5,90,Auditory,48,40,4,3.95,24,68,Blended,4.51,22,19,1,5,No
42,BCA0042,MMDU2026REG0042,MMDU,MMICTBM,CS,BCA,Cloud,Female,2002-02-15,23,GEN,Yes,Punjab,Indian,4-6 LPA,Post-Graduate,Farmer,No,No,Private,65.43,State,55.37,State,Commerce,78,5330,Management,0,2025-26,VI,BCA601,Final Semester,Core,4,4.45,FAC112,120,66,66,Low,56,28,0.82,0,8,0.98,68,77,80,186,16,Up,76,77,61,191,76.13,A+,8.5,9.34,7.08,Pass,1,6.2,6.8,4.8,Yes,32,Yes,Medium,4,5,41,Auditory,90,76,3,4.3,24,47,Online,4.41,12,7,0,3,No
43,BCA0043,MMDU2026REG0043,MMDU,MMICTBM,CS,BCA,Cloud,Male,2003-07-18,22,GEN,No,Haryana,Indian,2-4 LPA,Post-Graduate,Business,Yes,Yes,NA,89.27,State,88.3,CBSE,Science,52,3825,Management,1,2025-26,VI,BCA601,Final Semester,Core,4,3.3,FAC118,120,87,87,High,33,38,0.7,5,2,0.63,95,78,57,205,33,Up,88,72,72,198,73.54,A+,7.9,7.59,6.34,Pass,1,5.4,6.5,5.9,Yes,58,No,High,1,5,46,Kinesthetic,40,85,18,3.96,15,65,Traditional,4.32,15,37,8,2,Yes
