Timestamp,Server_IP,Client_IP,Protocol,Port,Status_Code,Response_Time_ms
2025-01-21 14:30:10,54.37.177.49,16.28.2.35,HTTP,3306,403,82.92
2025-01-02 19:12:02,81.132.124.118,44.249.8.64,HTTP,22,200,117.62
2025-01-19 02:47:37,229.79.171.139,198.3.36.72,UDP,443,200,9.65
2025-01-22 06:23:57,234.43.146.221,149.106.47.31,UDP,80,403,79.02
2025-01-20 10:08:21,172.129.43.101,36.134.75.213,HTTP,3306,404,109.9
2025-01-09 00:53:21,133.232.176.107,44.54.138.122,UDP,80,200,70.09
2025-01-15 14:23:52,183.129.105.243,185.197.85.102,TCP,22,401,185.3
2025-01-17 17:36:19,47.250.165.65,6.132.133.170,HTTP,443,301,62.79
2025-01-21 13:43:48,74.84.98.19,35.232.151.247,HTTPS,3306,401,102.4
2025-01-17 05:22:56,189.168.137.67,128.224.20.105,UDP,8080,403,125.23
2025-01-06 04:17:24,60.166.60.57,103.74.152.229,HTTPS,443,400,177.65
2025-01-29 08:28:09,22.118.222.107,109.233.204.230,HTTP,80,301,62.57
2025-01-26 03:19:22,255.251.116.23,61.244.218.218,HTTPS,80,400,166.53
2025-01-08 20:42:20,184.134.205.75,237.239.17.179,HTTP,3306,400,120.41
2025-01-04 13:15:46,73.78.248.110,115.215.63.197,TCP,22,400,80.74
2025-01-17 14:20:59,138.64.26.223,209.5.142.39,TCP,8080,200,138.48
2025-01-19 09:58:11,94.135.111.201,166.54.25.158,HTTP,80,404,127.96
2025-01-08 02:24:28,185.196.47.71,37.35.39.206,HTTPS,22,403,95.99
2025-01-12 13:32:21,170.166.251.104,2.60.51.50,HTTPS,3306,500,122.79
2025-01-18 13:20:10,118.55.25.228,190.86.226.224,TCP,22,301,104.59
2025-01-06 12:02:12,54.109.88.118,59.57.165.51,HTTPS,8080,401,124.54
2025-01-28 14:45:00,173.223.68.173,207.9.16.107,UDP,443,404,146.49
2025-01-22 16:04:46,51.197.21.46,190.14.103.35,UDP,8080,200,183.44
2025-01-02 07:54:46,20.175.89.104,43.91.41.217,HTTP,80,200,70.49
2025-01-28 08:38:01,228.234.167.40,32.213.156.108,TCP,443,400,205.32
2025-01-06 14:32:45,218.151.87.37,210.143.23.195,HTTP,443,200,41.92
2025-01-29 21:21:22,156.83.30.146,203.93.67.98,UDP,22,400,113.93
2025-01-06 00:09:48,88.114.82.158,35.24.107.202,HTTPS,8080,401,143.53
2025-01-14 09:45:06,9.16.98.163,249.165.161.248,UDP,22,403,131.24
2025-01-19 13:31:48,244.140.38.221,231.44.55.145,TCP,80,500,95.09
2025-01-27 15:02:27,158.163.238.6,57.210.86.248,UDP,3306,400,111.68
2025-01-09 21:30:38,81.3.109.110,45.244.208.254,UDP,3306,401,100.28
2025-01-24 18:55:06,105.126.204.250,151.21.81.123,UDP,80,404,96.43
2025-01-06 07:30:32,18.26.44.105,127.111.162.35,HTTP,8080,301,153.98
2025-01-08 20:36:34,35.97.135.51,249.49.218.104,UDP,443,500,134.28
2025-01-13 12:18:52,227.1.235.205,179.156.87.201,TCP,8080,200,92.28
2025-01-07 00:40:35,187.170.113.218,61.105.77.47,TCP,443,500,155.98
2025-01-15 11:28:07,110.58.180.58,218.183.121.90,UDP,8080,404,132.29
2025-01-05 03:15:10,4.134.164.127,150.54.25.229,HTTPS,443,301,152.51
2025-01-01 07:58:32,236.126.52.71,135.188.227.144,TCP,80,403,145.19
